comparison,feature,bin,expected_pct,actual_pct,psi_component
train_vs_valid,value_segment,medium_value,0.5415835036853405,0.5161567376440275,0.0012226915124590807
train_vs_valid,value_segment,premium_value,0.01058346443140677,0.010657758245680568,5.197058032943255e-07
train_vs_valid,activity_segment,OTHER,0.004031077037354647,0.005465517049066958,0.00043667959129627647
train_vs_valid,activity_segment,activity_drop,0.35283549280294224,0.3411040344439115,0.0003966922860170914
train_vs_valid,activity_segment,inactive_recently,0.010175827427629335,0.036133760164188594,0.032894218531386
train_vs_valid,activity_segment,moderate_activity,0.5630554054176468,0.5412033060801089,0.0008649722876444249
train_vs_valid,activity_segment,transaction_active,0.06990219731442703,0.07609338226272405,0.0005254100577338347
train_vs_test,days_since_last_txn,"(-inf, 2.0]",0.16609547160581803,0.15129857645593534,0.0013806619036716857
train_vs_test,days_since_last_txn,"(11.0, 15.0]",0.10177639147646123,0.09444040424304737,0.0005487991435766248
train_vs_test,days_since_last_txn,"(15.0, 21.0]",0.09887763944959946,0.09454071269152645,0.00019452225327299376
train_vs_test,days_since_last_txn,"(2.0, 3.0]",0.07146933512894917,0.06538439033360918,0.0005414683765004156
train_vs_test,days_since_last_txn,"(21.0, 31.0]",0.08712259607400272,0.08854728289490182,2.310899343124405e-05
train_vs_test,days_since_last_txn,"(3.0, 4.0]",0.06493506493506493,0.05786961573505195,0.0008139064988242582
train_vs_test,days_since_last_txn,"(31.0, inf]",0.09940907732119078,0.12918892260367296,0.007803284887265528
train_vs_test,days_since_last_txn,"(4.0, 6.0]",0.10978419395066687,0.09991557372253011,0.0009295351980384869
train_vs_test,days_since_last_txn,"(6.0, 8.0]",0.09030216470346672,0.08293836881744698,0.0006263913182365888
train_vs_test,days_since_last_txn,"(8.0, 11.0]",0.10677371918943647,0.09704842390350327,0.0009287827366040129
train_vs_test,days_since_last_txn,MISSING,0.003454346165343608,0.038827728598774564,0.08558595007877427
train_vs_test,days_since_last_app_login,"(-inf, 3.0]",0.1174538086884053,0.10181307520625925,0.0022351640862796627
train_vs_test,days_since_last_app_login,"(11.0, 15.0]",0.07864676592879337,0.07065058387876053,0.0008573517220199329
train_vs_test,days_since_last_app_login,"(15.0, 21.0]",0.09143750924732091,0.0809572769599853,0.0012758027910627367
train_vs_test,days_since_last_app_login,"(21.0, 28.0]",0.07783451145459981,0.07125243456963497,0.0005815655694224177
train_vs_test,days_since_last_app_login,"(28.0, 39.0]",0.08434764491495485,0.07792294639349333,0.0005090058411594261
train_vs_test,days_since_last_app_login,"(3.0, 5.0]",0.06733559395730984,0.058931213481455476,0.0011204559631102155
train_vs_test,days_since_last_app_login,"(39.0, 57.0]",0.08315492923723568,0.07946100927017245,0.00016784815212736912
train_vs_test,days_since_last_app_login,"(5.0, 8.0]",0.08586345066233464,0.0753400038451572,0.0013759090809352212
train_vs_test,days_since_last_app_login,"(57.0, inf]",0.08121034975254925,0.08157584572560624,1.6412636268974808e-06
train_vs_test,days_since_last_app_login,"(8.0, 11.0]",0.07235405840381427,0.06489956616596033,0.0008105314622517847
train_vs_test,days_since_last_app_login,MISSING,0.1603613777526821,0.23719604450351497,0.0300774767353028
train_vs_test,txn_count_90d,"(-inf, 3.0]",0.15283368108292544,0.22206618685792145,0.025867008682356134
train_vs_test,txn_count_90d,"(10.0, 12.0]",0.11386056398844123,0.10906871964624554,0.000206032237278526
train_vs_test,txn_count_90d,"(12.0, 15.0]",0.107960395800433,0.10504802266970936,7.964423103264593e-05
train_vs_test,txn_count_90d,"(15.0, inf]",0.07630964710713606,0.07671924501174444,2.192668871689727e-06
train_vs_test,txn_count_90d,"(3.0, 4.0]",0.07098922932450019,0.06270949837416723,0.0010268128250156125
train_vs_test,txn_count_90d,"(4.0, 5.0]",0.0793261609350891,0.066161780809322,0.0023888743115981163
train_vs_test,txn_count_90d,"(5.0, 7.0]",0.16767770708714674,0.1464336167047003,0.0028779694112979204
train_vs_test,txn_count_90d,"(7.0, 8.0]",0.08380714844327958,0.07584990512492581,0.0007938293342337497
train_vs_test,txn_count_90d,"(8.0, 9.0]",0.07720342898208511,0.0693967282727721,0.0008322266899300002
train_vs_test,txn_count_90d,"(9.0, 10.0]",0.07003203724896355,0.06654629652849178,0.00017796420839528098
train_vs_test,app_login_count_90d,"(-inf, 1.0]",0.31599718579490726,0.38273524420927685,0.01278769098029199
train_vs_test,app_login_count_90d,"(1.0, 2.0]",0.12643390090495416,0.11419280955605153,0.0012465264594796928
train_vs_test,app_login_count_90d,"(2.0, 3.0]",0.1073897039951446,0.09959793030234639,0.0005868992028912111
train_vs_test,app_login_count_90d,"(3.0, 4.0]",0.09190553691832465,0.08628198376674942,0.0003550737523749893
train_vs_test,app_login_count_90d,"(4.0, 5.0]",0.07827234379199038,0.07509759176133277,0.00013145327831929322
train_vs_test,app_login_count_90d,"(5.0, 7.0]",0.1206122405843401,0.1118940742784061,0.0006541076113887837
train_vs_test,app_login_count_90d,"(7.0, 9.0]",0.08044036874541409,0.07034129949595004,0.0013548613143115342
train_vs_test,app_login_count_90d,"(9.0, inf]",0.0789487192649248,0.0598590666298869,0.00528412291779395
train_vs_test,active_products_count,"(-inf, 1.0]",0.5104249389299378,0.1723967867860337,0.3669109244893279
train_vs_test,active_products_count,"(1.0, 2.0]",0.3058002216337487,0.34301309861156387,0.004273400884111646
train_vs_test,active_products_count,"(2.0, 3.0]",0.14317117432671955,0.317133518903963,0.1383491113724852
train_vs_test,active_products_count,"(3.0, inf]",0.04060366510959396,0.16745659569843938,0.17973358549601448
train_vs_test,complaints_count_90d,0,0.9708252686629808,0.9693056147654037,2.3806109787976564e-06
train_vs_test,complaints_count_90d,1,0.027589476322329148,0.02845416321856375,2.668430428066696e-05
train_vs_test,complaints_count_90d,2,0.0014856104137666564,0.0020563231938209997,0.00018553518057811148
train_vs_test,complaints_count_90d,3,9.360553420074462e-05,0.00016718074746512192,4.2672596544293585e-05
train_vs_test,complaints_count_90d,4,6.039066722628685e-06,1.671807474651219e-05,1.0873803493150235e-05
train_vs_test,avg_satisfaction_score_90d,"(-inf, 2.0]",0.025355021634956534,0.026030042380319484,1.7735862687079205e-05
train_vs_test,avg_satisfaction_score_90d,"(2.0, 3.0]",0.03992728963665955,0.04391002332171427,0.0003786885735069371
train_vs_test,avg_satisfaction_score_90d,"(3.0, 4.0]",0.04836688538153314,0.055320109336208845,0.0009339646205928707
train_vs_test,avg_satisfaction_score_90d,"(4.0, 4.5]",0.0016547042820002596,0.002198426829166353,0.00015448229548240024
train_vs_test,avg_satisfaction_score_90d,"(4.5, inf]",0.028709723199376768,0.03141326244869641,0.0002433031814549462
train_vs_test,avg_satisfaction_score_90d,MISSING,0.8559863758654738,0.8411281356838947,0.0002601744792810145
train_vs_test,customer_segment,affluent,0.26389513764542827,0.2638195785373356,2.163736837232315e-08
train_vs_test,customer_segment,mass,0.4494484822315559,0.44996698180237565,5.97814570624169e-07
train_vs_test,customer_segment,pensioner,0.048397080715146285,0.047713385326545794,9.727291701638086e-06
train_vs_test,customer_segment,premium,0.05135622340923434,0.05192634016266687,6.294119793804872e-06
train_vs_test,customer_segment,sme_owner,0.06296029011676535,0.0626008308883149,2.058141706275074e-06
train_vs_test,customer_segment,youth,0.12394278588186981,0.12397288328276115,7.307755479243473e-09
train_vs_test,value_segment,high_value,0.12937492639887432,0.1163494411983516,0.0013822190064338216
train_vs_test,value_segment,low_value,0.3184581054843784,0.37939162925997444,0.010668123420302702
train_vs_test,value_segment,medium_value,0.5415835036853405,0.4943534702543655,0.004309574041063315
train_vs_test,value_segment,premium_value,0.01058346443140677,0.009905459287308474,4.488853436268561e-05
train_vs_test,activity_segment,OTHER,0.004031077037354647,0.002106477418060536,0.001249096933686748
train_vs_test,activity_segment,activity_drop,0.35283549280294224,0.33683576999272763,0.0007424901779697098
train_vs_test,activity_segment,inactive_recently,0.010175827427629335,0.06069497036721251,0.09021939855291154
train_vs_test,activity_segment,moderate_activity,0.5630554054176468,0.5306902057159097,0.0019160068789851915
train_vs_test,activity_segment,transaction_active,0.06990219731442703,0.06967257650608956,7.555199517195951e-07
